fold,f1_macro,accuracy,auroc
fold_1,0.5933613012039628,0.597973483893734,0.7769225414826476
fold_2,0.5923259393102137,0.5960345088542455,0.7741402312991456
fold_3,0.5796452127085777,0.5818657542517862,0.7633993859414412
fold_4,0.5873003128327843,0.5889068498686604,0.7703211626887425
fold_5,0.5901298671762013,0.59697504411394,0.7782629397454613
